ID	位置	中文	한국어	備註
UNIT.隻	strings.js · 介面與固定台詞	隻	마리	
UNIT.片	strings.js · 介面與固定台詞	片	장	
UNIT.把	strings.js · 介面與固定台詞	把	단	
UNIT.米杯	strings.js · 介面與固定台詞	米杯	컵 (180ml)	
UNIT.適量	strings.js · 介面與固定台詞	適量	적당량	
CUI.西式	strings.js · 介面與固定台詞	西式	양식	
CUI.中式	strings.js · 介面與固定台詞	台式	대만식	
CUI.義式	strings.js · 介面與固定台詞	義式	이탈리안	
CUI.韓式	strings.js · 介面與固定台詞	韓式	한식	
COUNTER.ING.大蔥|UNIT.根	strings.js · 量詞例外	大蔥|根	대	
COUNTER.ING.西洋芹|UNIT.支	strings.js · 量詞例外	西洋芹|支	대	
COUNTER.ING.秀珍菇|UNIT.數朵	strings.js · 量詞例外	秀珍菇|數朵	몇 가닥	
COUNTER.ING.秀珍菇|UNIT.朵	strings.js · 量詞例外	秀珍菇|朵	가닥	
COUNTER.ING.板豆腐|UNIT.盒	strings.js · 量詞例外	板豆腐|盒	모	
COUNTER.ING.海苔|UNIT.大把	strings.js · 量詞例外	海苔|大把	넉넉히	
COUNTER.ING.小黃瓜|UNIT.根	strings.js · 量詞例外	小黃瓜|根	개	
COUNTER.ING.青蔥|UNIT.根	strings.js · 量詞例外	青蔥|根	뿌리	
COUNTER.ING.蘆筍|UNIT.根	strings.js · 量詞例外	蘆筍|根	대	
COUNTER.ING.培根|UNIT.片	strings.js · 量詞例外	培根|片	장	
COUNTER.ING.大白菜|UNIT.片葉子	strings.js · 量詞例外	大白菜|片葉子	장	
COUNTER.ING.大蒜|UNIT.瓣	strings.js · 量詞例外	大蒜|瓣	쪽	
COUNTER.ING.甘栗仁|UNIT.包	strings.js · 量詞例外	甘栗仁|包	봉지	
COUNTER.ING.熟栗子|UNIT.顆	strings.js · 量詞例外	熟栗子|顆	알	
COUNTER.ING.蘆筍|UNIT.把	strings.js · 量詞例外	蘆筍|把	단	
COUNTER.ING.蝦子|UNIT.隻	strings.js · 量詞例外	蝦子|隻	마리	
COUNTER.ING.洋蔥|UNIT.顆	strings.js · 量詞例外	洋蔥|顆	개	
COUNTER.ING.馬鈴薯|UNIT.顆	strings.js · 量詞例外	馬鈴薯|顆	개	
COUNTER.ING.檸檬|UNIT.顆	strings.js · 量詞例外	檸檬|顆	개	
COUNTER.ING.紅甜椒|UNIT.顆	strings.js · 量詞例外	紅甜椒|顆	개	
COUNTER.ING.黃甜椒|UNIT.顆	strings.js · 量詞例外	黃甜椒|顆	개	
COUNTER.ING.蘑菇|UNIT.顆	strings.js · 量詞例外	蘑菇|顆	개	
COUNTER.ING.雞蛋|UNIT.顆	strings.js · 量詞例外	雞蛋|顆	개	
COUNTER.ING.蛋黃|UNIT.顆	strings.js · 量詞例外	蛋黃|顆	개	
COUNTER.ING.胡蘿蔔|UNIT.根	strings.js · 量詞例外	胡蘿蔔|根	개	
COUNTER.ING.櫛瓜|UNIT.根	strings.js · 量詞例外	櫛瓜|根	개	
COUNTER.ING.韓國櫛瓜|UNIT.根	strings.js · 量詞例外	韓國櫛瓜|根	개	
COUNTER.ING.熟透香蕉|UNIT.根	strings.js · 量詞例外	熟透香蕉|根	개	
COUNTER.ING.杏鮑菇|UNIT.根	strings.js · 量詞例外	杏鮑菇|根	개	
COUNTER.ING.青辣椒|UNIT.根	strings.js · 量詞例外	青辣椒|根	개	
COUNTER.ING.青陽辣椒|UNIT.根	strings.js · 量詞例外	青陽辣椒|根	개	
COUNTER.ING.義式乾辣椒|UNIT.根	strings.js · 量詞例外	義式乾辣椒|根	개	
COUNTER.ING.香菇|UNIT.朵	strings.js · 量詞例外	香菇|朵	개	
NOTE.也可用整隻雞切塊；本食譜採這個組合，因為我就愛	strings.js · 份量括號註	也可用整隻雞切塊；本食譜採這個組合，因為我就愛	통닭을 토막 내서 써도 된다. 이 조합인 건 그냥 내가 좋아해서.	
NOTE.櫛瓜出水 1/2、麵糊調味 1/4	strings.js · 份量括號註	櫛瓜出水 1/2、麵糊調味 1/4	애호박 절임용 1/2, 반죽 간 1/4	
NOTE.炒料與煎餅都要	strings.js · 份量括號註	炒料與煎餅都要	볶을 때와 부칠 때 모두 사용	
NOTE.有豬油優先用，最傳統最香	strings.js · 份量括號註	有豬油優先用，最傳統最香	돼지기름(라드)을 쓰면 더 고소함	
NOTE.約 3–4 根	strings.js · 份量括號註	約 3–4 根	약 3–4대	
NOTE.不到 1 茶匙	strings.js · 份量括號註	不到 1 茶匙	1작은술 미만	
NOTE.每張約 8ml	strings.js · 份量括號註	每張約 8ml	장당 약 8ml	
NOTE.超商的맛밤直接用最方便	strings.js · 份量括號註	超商的맛밤直接用最方便	편의점 맛밤을 쓰면 편리함	
NOTE.約一小把	strings.js · 份量括號註	約一小把	약 한 줌	
NOTE.蔥白爆香、蔥綠當蔥花	strings.js · 份量括號註	蔥白爆香、蔥綠當蔥花	흰 부분은 볶음용, 초록 부분은 고명용	
NOTE.沒有可用清酒代替	strings.js · 份量括號註	沒有可用清酒代替	청주로 대체 가능	
NOTE.沒有可用清酒加半茶匙糖代替	strings.js · 份量括號註	沒有可用清酒加半茶匙糖代替	청주에 설탕 반 작은술 섞어 대체 가능	
NOTE.補乾香菇的鮮味	strings.js · 份量括號註	補乾香菇的鮮味	감칠맛을 더해 줌	
NOTE.約一小把，香菇最香	strings.js · 份量括號註	約一小把，香菇最香	약 한 줌. 표고버섯이 제일 향이 좋다	
NOTE.約 300g	strings.js · 份量括號註	約 300g	약 300g	
NOTE.約 150g	strings.js · 份量括號註	約 150g	약 150g	
NOTE.推薦昆布魚乾或牛骨風味	strings.js · 份量括號註	推薦昆布魚乾或牛骨風味	다시마·멸치나 사골 육수를 추천.	
NOTE.醃牛腩 1.5 茶匙、湯底 1 湯匙，試味再補	strings.js · 份量括號註	醃牛腩 1.5 茶匙、湯底 1 湯匙，試味再補	양지 밑간 1.5작은술, 국물 1큰술. 맛보고 더 넣는다.	
NOTE.推薦 Spaghetti No.5，最剛好	strings.js · 份量括號註	推薦 Spaghetti No.5，最剛好	스파게티 5번이 딱 좋다.	
NOTE.愛吃辣再加，不吃辣可省略	strings.js · 份量括號註	愛吃辣再加，不吃辣可省略	매운 걸 좋아하면 넣고, 아니면 빼도 된다.	
NOTE.熄火後加，有就封神，沒有可省略	strings.js · 份量括號註	熄火後加，有就封神，沒有可省略	불 끄고 넣는다. 있으면 격이 달라지고, 없어도 된다.	
NOTE.關火前	strings.js · 份量括號註	關火前	불 끄기 직전에	
NOTE.蛋汁用	strings.js · 份量括號註	蛋汁用	달걀물용	
NOTE.Barilla 派在此小聲強推	strings.js · 份量括號註	Barilla 派在此小聲強推	바릴라파가 여기서 조용히 추천.	
NOTE.可省略；省略時水多補 1 湯匙	strings.js · 份量括號註	可省略；省略時水多補 1 湯匙	빼도 된다. 뺄 땐 물을 1큰술 더.	
NOTE.只有使用無加糖 100% 天然梨汁時才加；韓國含糖水梨汁不用	strings.js · 份量括號註	只有使用無加糖 100% 天然梨汁時才加；韓國含糖水梨汁不用	무가당 100% 배즙을 쓸 때만. 한국 가당 배즙이면 안 넣는다.	
NOTE.不放也可以	strings.js · 份量括號註	不放也可以	안 올려도 된다.	
NOTE.擺盤用	strings.js · 份量括號註	擺盤用	플레이팅용	
NOTE.牛骨或雞高湯	strings.js · 份量括號註	牛骨或雞高湯	사골 육수 또는 치킨스톡	
NOTE.香菇、杏鮑菇、蘑菇都可以，混著用更好	strings.js · 份量括號註	香菇、杏鮑菇、蘑菇都可以，混著用更好	표고, 새송이, 양송이 모두 가능. 섞어 쓰면 더 좋다.	
NOTE.選香氣新鮮的，這碗差很多	strings.js · 份量括號註	選香氣新鮮的，這碗差很多	향이 신선한 걸로. 이 한 그릇은 여기서 갈린다.	
NOTE.淡醬油基準；換韓式濃醬油先減量	strings.js · 份量括號註	淡醬油基準；換韓式濃醬油先減量	연한 간장 기준. 진간장이면 1.5큰술부터.	
NOTE.別省	strings.js · 份量括號註	別省	아끼지 말 것.	
NOTE.依口味添加	strings.js · 份量括號註	依口味添加	취향에 따라.	
NOTE.Spaghetti 或 Linguine	strings.js · 份量括號註	Spaghetti 或 Linguine	스파게티 또는 링귀네	
NOTE.帶頭帶殼 16/20 大蝦；偷懶買蝦仁也行，少一道蝦頭油	strings.js · 份量括號註	帶頭帶殼 16/20 大蝦；偷懶買蝦仁也行，少一道蝦頭油	머리·껍질 붙은 16/20 사이즈. 귀찮으면 손질 새우도 되지만 새우 기름은 포기.	
NOTE.提味用，不是主角	strings.js · 份量括號註	提味用，不是主角	향을 더하는 용도. 주인공은 아니다.	
NOTE.沒有白酒時，可用清酒或燒酒代替	strings.js · 份量括號註	沒有白酒時，可用清酒或燒酒代替	화이트와인이 없으면 청주나 소주로 대체 가능	
NOTE.皮屑和果汁都要	strings.js · 份量括號註	皮屑和果汁都要	껍질과 즙 모두 쓴다	
NOTE.起鍋前撒	strings.js · 份量括號註	起鍋前撒	마지막에 뿌린다	
NOTE.可省	strings.js · 份量括號註	可省	선택	
NOTE.現磨	strings.js · 份量括號註	現磨	갈아서 바로 쓴다	
NOTE.Carnaroli	strings.js · 份量括號註	Carnaroli	카르나롤리	
NOTE.約 250–300g；嫩頭、中段、硬梗分開用	strings.js · 份量括號註	約 250–300g；嫩頭、中段、硬梗分開用	약 250–300g. 끝부분·가운데·밑동을 나눠서 쓴다.	
NOTE.迷你的最好	strings.js · 份量括號註	迷你的最好	미니 사이즈 추천	
NOTE.約 0.5g 那包的 1/4；剩下密封冷藏	strings.js · 份量括號註	約 0.5g 那包的 1/4；剩下密封冷藏	0.5g 한 봉지의 1/4 정도. 남은 것은 밀봉해 냉장한다.	
NOTE.Bucatini 或 Spaghetti	strings.js · 份量括號註	Bucatini 或 Spaghetti	부카티니 또는 스파게티	
NOTE.整番茄，認明 DOP 標示	strings.js · 份量括號註	整番茄，認明 DOP 標示	홀토마토. DOP 표시를 확인한다.	
NOTE.乾辣椒或辣椒片	strings.js · 份量括號註	乾辣椒或辣椒片	홀이든 플레이크든 상관없다	
NOTE.煮麵水用	strings.js · 份量括號註	煮麵水用	면 삶는 물에 넣는다	
